Level,Date and Time,Source,Event ID,Task Category
Information,30-10-2023 17:21:47,BTHUSB,37,None,An incoming authentication request from a remote device (44:8c:00:79:3b:ca) was rejected.
Warning,30-10-2023 17:21:41,Microsoft-Windows-Kernel-Processor-Power,37,(7),The speed of processor 7 in group 0 is being limited by system firmware. The processor has been in this reduced performance state for 71 seconds since the last report.
Error,30-10-2023 17:21:16,BTHUSB,16,None,The mutual authentication between the local Bluetooth adapter and a device with Bluetooth adapter address (44:8c:00:79:3b:ca) failed.
Information,30-10-2023 17:21:00,Microsoft-Windows-Hyper-V-VmSwitch,233,None,"The operation 'Delete' succeeded on nic B95D0C5E-57D4-412B-B571-18A81A16E004 (Friendly Name: WSL), Instance Id {10d2a219-8c28-45f6-8048-f47abbbb8a29}."
Information,30-10-2023 17:20:59,Microsoft-Windows-Hyper-V-VmSwitch,62,None,Switch B95D0C5E-57D4-412B-B571-18A81A16E005 (Friendly Name: WSL) successfully deleted.
Information,30-10-2023 17:20:59,Microsoft-Windows-Hyper-V-VmSwitch,233,None,"The operation 'Delete' succeeded on nic B95D0C5E-57D4-412B-B571-18A81A16E005 (Friendly Name: WSL), Instance Id {00000000-0000-0000-0000-000000000000}."
Information,30-10-2023 17:20:59,Microsoft-Windows-Hyper-V-VmSwitch,234,None,NIC B95D0C5E-57D4-412B-B571-18A81A16E004 successfully disconnected from port B95D0C5E-57D4-412B-B571-18A81A16E004.
Information,30-10-2023 17:20:59,Microsoft-Windows-Hyper-V-VmSwitch,234,None,NIC B95D0C5E-57D4-412B-B571-18A81A16E005 successfully disconnected from port B95D0C5E-57D4-412B-B571-18A81A16E005.
Warning,30-10-2023 17:20:46,hcmon,0,None,Detected unrecognized USB driver (\Driver\USBPcap).
Warning,30-10-2023 17:20:44,hcmon,0,None,Detected unrecognized USB driver (\Driver\USBPcap).
Information,30-10-2023 17:20:43,Microsoft-Windows-TPM-WMI,1025,None,The TPM was successfully provisioned and is now ready for use.
Information,30-10-2023 17:20:42,Microsoft-Windows-TPM-WMI,1282,None,The TBS device identifier has been generated.
Warning,30-10-2023 17:20:40,hcmon,0,None,Detected unrecognized USB driver (\Driver\USBPcap).
Information,30-10-2023 17:20:38,TPM,18,None,This event triggers the Trusted Platform Module (TPM) provisioning/status check to run.
Information,30-10-2023 17:20:38,Service Control Manager,7026,None,"The following boot-start or system-start driver(s) did not load: 
WinSetupMon"
Warning,30-10-2023 17:20:38,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
 and APPID 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,30-10-2023 17:20:38,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
 and APPID 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,30-10-2023 17:20:37,Microsoft-Windows-WLAN-AutoConfig,10001,None,"WLAN Extensibility Module has successfully started.

Module Path: C:\WINDOWS\system32\IntelIHVRouter08.dll
"
Warning,30-10-2023 17:20:37,hcmon,0,None,Detected unrecognized USB driver (\Driver\USBPcap).
Warning,30-10-2023 17:20:37,hcmon,0,None,Detected unrecognized USB driver (\Driver\USBPcap).
Information,30-10-2023 17:20:37,Microsoft-Windows-UserModePowerService,12,(10),Process C:\Windows\System32\DriverStore\FileRepository\dptf_cpu.inf_amd64_4a3ae74cfa6c37d6\esif_uf.exe (process ID:5596) reset policy scheme from {381b4222-f694-41f0-9685-ff5bb260df2e} to {381b4222-f694-41f0-9685-ff5bb260df2e}
Information,30-10-2023 17:20:37,Microsoft-Windows-UserModePowerService,12,(10),Process C:\Windows\System32\DriverStore\FileRepository\dptf_cpu.inf_amd64_4a3ae74cfa6c37d6\esif_uf.exe (process ID:5596) reset policy scheme from {381b4222-f694-41f0-9685-ff5bb260df2e} to {381b4222-f694-41f0-9685-ff5bb260df2e}
Information,30-10-2023 17:20:37,Microsoft-Windows-UserModePowerService,12,(10),Process C:\Windows\System32\DriverStore\FileRepository\dptf_cpu.inf_amd64_4a3ae74cfa6c37d6\esif_uf.exe (process ID:5596) reset policy scheme from {381b4222-f694-41f0-9685-ff5bb260df2e} to {381b4222-f694-41f0-9685-ff5bb260df2e}
Information,30-10-2023 17:20:37,Microsoft-Windows-WLAN-AutoConfig,4000,None,"WLAN AutoConfig service has successfully started.
"
Warning,30-10-2023 17:20:37,hcmon,0,None,Detected unrecognized USB driver (\Driver\USBPcap).
Information,30-10-2023 17:20:37,vmx86,34,None,"The description for Event ID 34 from source vmx86 cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

VMX86.SYS: begin DriverEntry

The message resource is present but the message was not found in the message table
"
Information,30-10-2023 17:20:36,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://+:10243/WMPNSSv4/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,30-10-2023 17:20:36,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL https://+:10245/WMPNSSv4/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,30-10-2023 17:20:36,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://+:10247/apps/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,30-10-2023 17:20:36,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL https://+:443/sra_{BA195980-CD49-458b-9E23-C84EE0ADCD75}/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,30-10-2023 17:20:36,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://+:3387/rdp/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,30-10-2023 17:20:36,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL https://+:3392/rdp/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,30-10-2023 17:20:36,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://+:10246/MDEServer/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,30-10-2023 17:20:36,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2869/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,30-10-2023 17:20:36,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://+:5985/wsman/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,30-10-2023 17:20:36,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://+:47001/wsman/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,30-10-2023 17:20:36,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL https://+:5986/wsman/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,30-10-2023 17:20:36,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL https://*:5358/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,30-10-2023 17:20:36,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://+:80/Temporary_Listen_Addresses/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,30-10-2023 17:20:36,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:5357/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,30-10-2023 17:20:36,VMnetuserif,1,None,() Starting up the User Interface Driver for VMware Virtual Networks.
Information,30-10-2023 17:20:36,VMnetBridge,10,None,() Starting up the Bridge Driver for VMware Virtual Networks.
Information,30-10-2023 17:20:36,Microsoft-Windows-Winlogon,7001,(1101),User Logon Notification for Customer Experience Improvement Program
Information,30-10-2023 17:20:35,Microsoft-Windows-FilterManager,6,None,"File System Filter 'bindflt' (10.0, ‎2032‎-‎10‎-‎20T06:52:30.000000000Z) has successfully loaded and registered with Filter Manager."
Information,30-10-2023 17:20:35,Microsoft-Windows-FilterManager,6,None,"File System Filter 'storqosflt' (10.0, ‎2039‎-‎04‎-‎22T07:06:38.000000000Z) has successfully loaded and registered with Filter Manager."
Information,30-10-2023 17:20:35,Microsoft-Windows-FilterManager,6,None,"File System Filter 'CldFlt' (10.0, ‎2095‎-‎09‎-‎03T12:58:17.000000000Z) has successfully loaded and registered with Filter Manager."
Information,30-10-2023 17:20:35,Microsoft-Windows-FilterManager,1,None,"File System Filter 'CldFlt' (Version 10.0, ‎2095‎-‎09‎-‎03T12:58:17.000000000Z) unloaded successfully."
Information,30-10-2023 17:20:35,Microsoft-Windows-FilterManager,6,None,"File System Filter 'CldFlt' (10.0, ‎2095‎-‎09‎-‎03T12:58:17.000000000Z) has successfully loaded and registered with Filter Manager."
Information,30-10-2023 17:20:35,Microsoft-Windows-FilterManager,6,None,"File System Filter 'luafv' (10.0, ‎2059‎-‎02‎-‎13T14:58:11.000000000Z) has successfully loaded and registered with Filter Manager."
Information,30-10-2023 17:20:35,Microsoft-Windows-FilterManager,6,None,"File System Filter 'wcifs' (10.0, ‎2089‎-‎07‎-‎06T23:12:00.000000000Z) has successfully loaded and registered with Filter Manager."
Information,30-10-2023 17:20:35,Microsoft-Windows-FilterManager,6,None,"File System Filter 'bfs' (10.0, ‎1989‎-‎12‎-‎07T16:11:03.000000000Z) has successfully loaded and registered with Filter Manager."
Information,30-10-2023 17:20:35,Microsoft-Windows-DHCPv6-Client,51046,Service State Event,DHCPv6 client service is started
Information,30-10-2023 17:20:35,Microsoft-Windows-Dhcp-Client,50036,Service State Event,DHCPv4 client service is started
Information,30-10-2023 17:20:35,Microsoft-Windows-Dhcp-Client,50103,Service State Event,DHCPv4 client registered for shutdown notification
Information,30-10-2023 17:20:35,Microsoft-Windows-Dhcp-Client,50036,Service State Event,DHCPv4 client service is started
Information,30-10-2023 17:20:35,Win32k,267,None,Touch/Touchpad Hardware Quality Assurance verification succeeded.
Information,30-10-2023 17:20:34,Win32k,267,None,Touch/Touchpad Hardware Quality Assurance verification succeeded.
Information,30-10-2023 17:20:34,Microsoft-Windows-Directory-Services-SAM,16983,None,"The security account manager is now logging periodic summary events for remote clients that call legacy password change or set RPC methods.

For more information please see https://go.microsoft.com/fwlink/?linkid=2150956.
"
Information,30-10-2023 17:20:34,Microsoft-Windows-Directory-Services-SAM,16977,None,"The domain is configured with the following minimum password length-related settings.

MinimumPasswordLength: 0

RelaxMinimumPasswordLengthLimits: 0

MinimumPasswordLengthAudit: -1

For more information see https://go.microsoft.com/fwlink/?LinkId=2097191.
"
Information,30-10-2023 17:20:34,Microsoft-Windows-Directory-Services-SAM,16962,None,"Remote calls to the SAM database are being restricted using the default security descriptor: O:SYG:SYD:(A;;RC;;;BA).
For more information please see http://go.microsoft.com/fwlink/?LinkId=787651."
Warning,30-10-2023 17:20:34,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: msv1_0"
Information,30-10-2023 17:20:34,Microsoft-Windows-IsolatedUserMode,5,None,Secure Trustlet NULL Id 0 and Pid 0 started with status STATUS_SUCCESS.
Warning,30-10-2023 17:20:34,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: sfapm"
Warning,30-10-2023 17:20:34,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: schannel"
Warning,30-10-2023 17:20:34,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: wdigest"
Warning,30-10-2023 17:20:34,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: cloudap"
Warning,30-10-2023 17:20:34,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: pku2u"
Warning,30-10-2023 17:20:34,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: tspkg"
Warning,30-10-2023 17:20:34,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: msv1_0"
Warning,30-10-2023 17:20:34,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: kerberos"
Warning,30-10-2023 17:20:34,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: negoexts"
Information,30-10-2023 17:20:34,LsaSrv,6156,None,"Virtualization Based Security for Credential Guard auto enablement status.

Hardware Requirements:	1
Domain Joined:	0
Azure AD Joined:	0"
Information,30-10-2023 17:20:34,Microsoft-Windows-Wininit,18,None,VBS Key Isolation was started and will protect VSM-isolated keys.
Information,30-10-2023 17:20:34,Microsoft-Windows-IsolatedUserMode,1,None,Secure Trustlet \??\C:\WINDOWS\system32\lsaiso.exe Id 1 and Pid 828 started with status STATUS_SUCCESS.
Information,30-10-2023 17:20:34,Microsoft-Windows-IsolatedUserMode,5,None,Secure Trustlet NULL Id 0 and Pid 0 started with status STATUS_SUCCESS.
Information,30-10-2023 17:20:34,Microsoft-Windows-Wininit,14,None,"Credential Guard configuration:

Registry Configuration: 0x2
Test Configuration: 0
Auto Enablement: 1"
Information,30-10-2023 17:20:33,Microsoft-Windows-Kernel-General,24,(11),The time zone information was refreshed with exit reason 0. Current time zone bias is -330.
Information,30-10-2023 17:20:32,BTHUSB,18,None,Windows cannot store Bluetooth authentication codes (link keys) on the local adapter. Bluetooth keyboards might not work in the system BIOS during startup.
Warning,30-10-2023 17:20:31,Microsoft-Windows-Kernel-PnP,219,(212),The driver \Driver\WUDFRd failed to load for the device {DD8E82AE-334B-49A2-AEAE-AEB0FD5C40DD}\DetectionVerification\5&fef3e62&0&0.
Information,30-10-2023 17:20:31,Microsoft-Windows-DriverFrameworks-UserMode,10118,Startup of the UMDF reflector,"UMDF reflector is unable to connect to service control manager (SCM). This is expected during boot, when SCM has not started yet. Will retry when it starts."
Information,30-10-2023 17:20:31,MEIx64,2,None,"The description for Event ID 2 from source MEIx64 cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 


The message resource is present but the message was not found in the message table
"
Information,30-10-2023 17:20:30,Netwtw08,7017,None,7017 - secure boot (SB) configuration
Information,30-10-2023 17:20:30,Netwtw08,7010,None,7010 - driver enabled (miniport init)
Information,30-10-2023 17:20:30,Microsoft-Windows-Kernel-Power,521,(220),Active battery count change.
Information,30-10-2023 17:20:30,Microsoft-Windows-Kernel-Power,105,(100),Power source change.
Information,30-10-2023 17:20:30,Microsoft-Windows-Kernel-Power,521,(220),Active battery count change.
Information,30-10-2023 17:20:30,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 7 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2304
Maximum performance percentage: 213
Minimum performance percentage: 60
Minimum throttle percentage: 4"
Information,30-10-2023 17:20:30,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 5 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2304
Maximum performance percentage: 213
Minimum performance percentage: 60
Minimum throttle percentage: 4"
Information,30-10-2023 17:20:30,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 3 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2304
Maximum performance percentage: 213
Minimum performance percentage: 56
Minimum throttle percentage: 4"
Information,30-10-2023 17:20:30,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 1 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2304
Maximum performance percentage: 213
Minimum performance percentage: 52
Minimum throttle percentage: 4"
Information,30-10-2023 17:20:30,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 6 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2304
Maximum performance percentage: 213
Minimum performance percentage: 52
Minimum throttle percentage: 4"
Information,30-10-2023 17:20:30,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 4 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2304
Maximum performance percentage: 213
Minimum performance percentage: 56
Minimum throttle percentage: 4"
Information,30-10-2023 17:20:30,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 2 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2304
Maximum performance percentage: 213
Minimum performance percentage: 56
Minimum throttle percentage: 4"
Information,30-10-2023 17:20:30,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 0 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2304
Maximum performance percentage: 213
Minimum performance percentage: 17
Minimum throttle percentage: 4"
Information,30-10-2023 17:20:30,Netwtw08,7002,None,7002 - CTDP power limit value (SPLC)
Information,30-10-2023 17:20:30,Netwtw08,7005,None,7005 - SAR value max TX power (WRDS)
Information,30-10-2023 17:20:30,Netwtw08,7036,None,The \Device\NDMP8 service entered the Intel(R) Wireless-AC 9462 state.
Warning,30-10-2023 17:20:29,Microsoft-Windows-Kernel-PnP,219,(212),The driver \Driver\WUDFRd failed to load for the device PCI\VEN_8086&DEV_1903&SUBSYS_19411D72&REV_0C\3&11583659&0&20.
Information,30-10-2023 17:20:29,Microsoft-Windows-DriverFrameworks-UserMode,10118,Startup of the UMDF reflector,"UMDF reflector is unable to connect to service control manager (SCM). This is expected during boot, when SCM has not started yet. Will retry when it starts."
Information,30-10-2023 17:20:29,VMnetAdapter,36,None,() Starting up the Adapter Driver for VMware Virtual Networks.
Information,30-10-2023 17:20:29,Microsoft-Windows-Hyper-V-VmSwitch,5,(1003),Miniport NIC B95D0C5E-57D4-412B-B571-18A81A16E004 (Friendly Name: WSL) successfully enabled
Information,30-10-2023 17:20:29,Microsoft-Windows-Hyper-V-VmSwitch,232,None,NIC B95D0C5E-57D4-412B-B571-18A81A16E004 (Friendly Name: WSL) successfully connected to port B95D0C5E-57D4-412B-B571-18A81A16E004 (Friendly Name: Host Vnic B95D0C5E-57D4-412B-B571-18A81A16E005) on switch B95D0C5E-57D4-412B-B571-18A81A16E005(Friendly Name: WSL).
Information,30-10-2023 17:20:29,Microsoft-Windows-Hyper-V-VmSwitch,7,(1004),Miniport NIC B95D0C5E-57D4-412B-B571-18A81A16E004 (Friendly Name: WSL) successfully initialized.
Information,30-10-2023 17:20:29,Microsoft-Windows-Hyper-V-VmSwitch,233,None,"The operation 'Create' succeeded on nic B95D0C5E-57D4-412B-B571-18A81A16E004 (Friendly Name: WSL), Instance Id {00000000-0000-0000-0000-000000000000}."
Information,30-10-2023 17:20:29,Microsoft-Windows-Hyper-V-VmSwitch,264,None,Port B95D0C5E-57D4-412B-B571-18A81A16E004 (Friendly Name: Host Vnic B95D0C5E-57D4-412B-B571-18A81A16E005) successfully created on switch B95D0C5E-57D4-412B-B571-18A81A16E005 (Friendly Name: WSL).
Information,30-10-2023 17:20:29,Microsoft-Windows-Hyper-V-VmSwitch,9,(1005),Switch B95D0C5E-57D4-412B-B571-18A81A16E005 (Friendly Name: WSL) successfully initialized.
Information,30-10-2023 17:20:29,Microsoft-Windows-Hyper-V-VmSwitch,232,None,NIC B95D0C5E-57D4-412B-B571-18A81A16E005 (Friendly Name: WSL) successfully connected to port B95D0C5E-57D4-412B-B571-18A81A16E005 (Friendly Name: WSL) on switch B95D0C5E-57D4-412B-B571-18A81A16E005(Friendly Name: WSL).
Information,30-10-2023 17:20:29,Microsoft-Windows-Hyper-V-VmSwitch,233,None,"The operation 'Create' succeeded on nic B95D0C5E-57D4-412B-B571-18A81A16E005 (Friendly Name: WSL), Instance Id {00000000-0000-0000-0000-000000000000}."
Information,30-10-2023 17:20:29,Microsoft-Windows-Hyper-V-VmSwitch,277,None,"vmswitch.sys build 22621.amd64.ni_release_svc_prod3, debug false, official true, 1 1"
Information,30-10-2023 17:20:29,Microsoft-Windows-Kernel-Power,125,(86),"ACPI thermal zone \_TZ.TZ00 has been enumerated.             
_PSV = 0K             
_TC1 = 0             
_TC2 = 0             
_TSP = 0ms             
_AC0 = 0K             
_AC1 = 0K             
_AC2 = 0K             
_AC3 = 0K             
_AC4 = 0K             
_AC5 = 0K             
_AC6 = 0K             
_AC7 = 0K             
_AC8 = 0K             
_AC9 = 0K             
_CRT = 399K             
_HOT = 0K             
minimum throttle = 0             
_CR3 = 0K"
Information,30-10-2023 17:20:29,Microsoft-Windows-Kernel-Power,125,(86),"ACPI thermal zone \_TZ.TZ01 has been enumerated.             
_PSV = 371K             
_TC1 = 0             
_TC2 = 50             
_TSP = 0ms             
_AC0 = 0K             
_AC1 = 0K             
_AC2 = 0K             
_AC3 = 0K             
_AC4 = 0K             
_AC5 = 0K             
_AC6 = 0K             
_AC7 = 0K             
_AC8 = 0K             
_AC9 = 0K             
_CRT = 393K             
_HOT = 0K             
minimum throttle = 0             
_CR3 = 0K"
Information,30-10-2023 17:20:29,Microsoft-Windows-FilterManager,6,None,"File System Filter 'npsvctrig' (10.0, ‎1979‎-‎12‎-‎19T21:42:41.000000000Z) has successfully loaded and registered with Filter Manager."
Information,30-10-2023 17:20:28,VfpExt,7036,None,The  service entered the Driver load complete state.
Information,30-10-2023 17:20:28,VfpExt,7036,None,The  service entered the Driver load start state.
Information,30-10-2023 17:20:28,Microsoft-Windows-FilterManager,6,None,"File System Filter 'FileCrypt' (10.0, ‎1983‎-‎08‎-‎19T08:28:35.000000000Z) has successfully loaded and registered with Filter Manager."
Information,30-10-2023 17:20:28,Microsoft-Windows-Ntfs,98,None,Volume C: (\Device\HarddiskVolume2) is healthy.  No action is needed.
Information,30-10-2023 17:20:28,Microsoft-Windows-FilterManager,6,None,"File System Filter 'WdFilter' (10.0, ‎1973‎-‎06‎-‎11T09:29:02.000000000Z) has successfully loaded and registered with Filter Manager."
Information,30-10-2023 17:20:28,Microsoft-Windows-FilterManager,6,None,"File System Filter 'Wof' (10.0, ‎2086‎-‎08‎-‎04T16:50:16.000000000Z) has successfully loaded and registered with Filter Manager."
Information,30-10-2023 17:20:28,Microsoft-Windows-FilterManager,6,None,"File System Filter 'FileInfo' (10.0, ‎2079‎-‎02‎-‎27T03:33:00.000000000Z) has successfully loaded and registered with Filter Manager."
Information,30-10-2023 17:20:27,Microsoft-Windows-HAL,16,None,The iommu fault reporting has been initialized.
Information,30-10-2023 17:20:27,Microsoft-Windows-Kernel-General,20,(6),"The leap second configuration has been updated.
Reason: Leap second data initialized from registry during boot
Leap seconds enabled: true
New leap second count: 0
Old leap second count: 0"
Information,30-10-2023 17:20:27,Microsoft-Windows-IsolatedUserMode,3,None,Secure Kernel started with status STATUS_SUCCESS and flags 0.
Warning,30-10-2023 17:20:27,Microsoft-Windows-Hyper-V-Hypervisor,167,None,"The hypervisor did not enable mitigations for side channel vulnerabilities for virtual machines because HyperThreading is enabled. To enable mitigations for virtual machines, disable HyperThreading."
Information,30-10-2023 17:20:27,Microsoft-Windows-Hyper-V-Hypervisor,165,None,"Hypervisor configured mitigations for CVE-2019-11091, CVE-2018-12126, CVE-2018-12127, CVE-2018-12130 for virtual machines.

Processor not affected: true
Processor family not affected: false
Processor supports microarchitectural buffer flush: false
Buffer flush needed: true
"
Information,30-10-2023 17:20:27,Microsoft-Windows-Hyper-V-Hypervisor,156,None,"Hypervisor configured mitigations for CVE-2018-3646 for virtual machines.

Processor not affected: true
Processor family not affected: false
Processor supports cache flush: true
HyperThreading enabled: true
Parent hypervisor applies mitigations: false
Mitigations disabled by bcdedit: false
Mitigations enabled: true
Cache flush needed: false
"
Information,30-10-2023 17:20:27,Microsoft-Windows-Hyper-V-Hypervisor,129,None,"Hypervisor initialized I/O remapping.

Hardware present: true
Hardware enabled: true
Policy: 0x0
Enabled features: 0x43
Internal information: 0x0
Problems: 0x0
Additional information: 0x0"
Information,30-10-2023 17:20:27,Microsoft-Windows-Hyper-V-Hypervisor,2,None,Hypervisor scheduler type is 0x4.
Information,30-10-2023 17:20:27,Microsoft-Windows-Hyper-V-Hypervisor,1,None,Hypervisor successfully started.
Information,30-10-2023 17:20:27,Microsoft-Windows-Kernel-Boot,30,(21),The firmware reported boot metrics.
Information,30-10-2023 17:20:27,Microsoft-Windows-Kernel-Boot,27,(33),The boot type was 0x0.
Information,30-10-2023 17:20:27,Microsoft-Windows-Kernel-Boot,25,(32),The boot menu policy was 0x1.
Information,30-10-2023 17:20:27,Microsoft-Windows-Kernel-Boot,238,(101),EFI time zone bias: 2047. Daylight flags: 0. Firmware time: ‎2023‎-‎10‎-‎30T17:20:25.000000000Z.
Information,30-10-2023 17:20:27,Microsoft-Windows-Kernel-Boot,20,(31),The last shutdown's success status was true. The last boot's success status was true.
Information,30-10-2023 17:20:27,Microsoft-Windows-Kernel-Boot,32,(58),The bootmgr spent 0 ms waiting for user input.
Information,30-10-2023 17:20:27,Microsoft-Windows-Kernel-Boot,18,(57),There are 0x1 boot options on this system.
Information,30-10-2023 17:20:27,Microsoft-Windows-Kernel-Boot,153,(62),"Virtualization-based security (policies: VBS Enabled,VSM Required,Boot Chain Signer Soft Enforced) is enabled due to HyperV."
Information,30-10-2023 17:20:27,Microsoft-Windows-Kernel-General,12,(1),The operating system started at system time ‎2023‎-‎10‎-‎30T11:50:26.500000000Z.
Information,30-10-2023 17:20:09,Microsoft-Windows-Kernel-General,13,(2),The operating system is shutting down at system time ‎2023‎-‎10‎-‎30T11:50:09.700506700Z.
Information,30-10-2023 17:20:09,Microsoft-Windows-Kernel-Power,577,(280),The system has prepared for a system initiated reboot from Active.
Information,30-10-2023 17:20:08,Microsoft-Windows-Kernel-Power,109,(103),"The kernel power manager has initiated a shutdown transition.

Action: Power Action Reboot 
Event Code: 0x0 
Reason: Kernel API"
Information,30-10-2023 17:20:07,Microsoft-Windows-WLAN-AutoConfig,4001,None,"WLAN AutoConfig service has successfully stopped.
"
Information,30-10-2023 17:20:06,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,30-10-2023 17:20:05,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,30-10-2023 17:20:35,EventLog,6013,None,The system uptime is 9 seconds.
Information,30-10-2023 17:20:35,EventLog,6005,None,The Event log service was started.
